completed_time,additional_comments,algae_quantity,anoph_present,barcode_recording_falcon_barcode,barcode_recording_scan_barcode,case_case_id,collection_date,county,culicine_present,distance_from_site,distance_to_nearest_animal_shelter,distance_to_nearest_hse,drainage_source_car_wash,drainage_source_extra,drainage_source_hotel_food_kiosk,drainage_source_market_place,drainage_source_other,drainage_source_public_toilets,drainage_source_residential_outlets,drainage_source_salon_barber_shop,drainage_source_unknown,drainage_source_water_point,geographical_information_village_name,gps_coordinates_accuracy_(meters),gps_coordinates_altitude_(meters),gps_coordinates_latitude_(degrees),gps_coordinates_longitude_(degrees),habitat_nature,habitat_size,interviewer,other_breeding_site,other_drainage_channel_source,predators_present,season,shade,site_code,site_gps,site_lat,site_loc,site_long,site_photo,subcase_0_case_case_id,subcounty,sublocation,transect,type_of_breeding_site,type_of_water,vegetation_present,water_appearance,water_depth,water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-09-04T06:29:28.583000Z,,moderate,no,---,---,702f617affd04aafa96aa421db88dd80,2025-09-04,Marsabit,yes,693,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,lorora sokotei,7.2,585.0,1.4103467,37.7171434,temporary,between_10m_100m,Amina Galhai,well,---,no,dry_season,not_shaded,GP03,1.414404361 37.72186834,1.414404361,1.414404361 37.72186834,37.72186834,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4b89a206-019e-4faa-90f7-2e0d2ea9286c/1756967301809.jpg,---,Laisamis,Merille,rural,Other (specify),stagnant,no,polluted,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4b89a206-019e-4faa-90f7-2e0d2ea9286c/,4b89a206-019e-4faa-90f7-2e0d2ea9286c,gp03,4b89a206-019e-4faa-90f7-2e0d2ea9286c,2025-09-04T06:29:58.707855Z,2025-09-04T06:17:35.667000Z,gp03
2025-09-04T06:14:39.837000Z,,scarce,yes,SMR2822B,SMR2822B,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,yes,884,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,lukumae,2.08,883.0,0.7710288,37.5649654,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/07c98c6e-34c3-441a-b9aa-81de36a59cef/1756966428189.jpg,074ac518-61e3-4d96-83c7-a9f70b1e51e8,Samburu East,Lerata,rural,Water collection point puddle,stagnant,yes,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/07c98c6e-34c3-441a-b9aa-81de36a59cef/,07c98c6e-34c3-441a-b9aa-81de36a59cef,gp28,07c98c6e-34c3-441a-b9aa-81de36a59cef,2025-09-04T06:36:41.985705Z,2025-09-04T06:10:30.661000Z,gp28
2025-09-04T06:36:32.295000Z,,none,no,---,---,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,no,604,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lkishaki,4.0,887.0,0.768177,37.5627981,permanent,less_than_10m,Silvano Lesupeer,---,---,no,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/1eaa091b-8bd9-49f1-a7be-1d17d3064de4/1756967781723.jpg,---,Samburu East,Lerata,rural,Tank,stagnant,yes,clear,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/1eaa091b-8bd9-49f1-a7be-1d17d3064de4/,1eaa091b-8bd9-49f1-a7be-1d17d3064de4,gp28,1eaa091b-8bd9-49f1-a7be-1d17d3064de4,2025-09-04T06:36:43.640217Z,2025-09-04T06:34:06.793000Z,gp28
2025-09-03T07:13:54.057000Z,,scarce,no,---,---,ad3b92adb5bf45c995c4f7fae04f2b33,2025-09-03,Nakuru,yes,459,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,syndicate,7.33,1990.59,-0.4992785,36.328883,temporary,less_than_10m,Virginia Koech,---,---,yes,dry_season,partially_shaded,GP40,-0.500689546 36.32500592,-0.500689546,-0.500689546 36.32500592,36.32500592,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/34bbd7cc-d7d8-4a36-ace2-28593f17e725/1756883621859.jpg,---,Gilgil,Gilgil,urban,Drainage channel,stagnant,yes,dark,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/34bbd7cc-d7d8-4a36-ace2-28593f17e725/,34bbd7cc-d7d8-4a36-ace2-28593f17e725,gp40,34bbd7cc-d7d8-4a36-ace2-28593f17e725,2025-09-04T06:54:18.686838Z,2025-09-03T07:09:57.216000Z,gp40
2025-09-04T07:09:19.593000Z,,scarce,yes,NKR40227,NKR40227,ad3b92adb5bf45c995c4f7fae04f2b33,2025-09-04,Nakuru,yes,1095,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,gilgil hills,7.12,1991.0,-0.4914507,36.3216136,temporary,between_10m_100m,Virginia Koech,---,---,yes,rainy_season,partially_shaded,GP40,-0.500689546 36.32500592,-0.500689546,-0.500689546 36.32500592,36.32500592,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f4d2383a-7557-44ff-b9ac-ef004f706701/1756969014891.jpg,fdbc648a-9b66-47f1-840e-b16a8bc548d9,Gilgil,Gilgil,peri-urban,Rain pool/ puddle,stagnant,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f4d2383a-7557-44ff-b9ac-ef004f706701/,f4d2383a-7557-44ff-b9ac-ef004f706701,gp40,f4d2383a-7557-44ff-b9ac-ef004f706701,2025-09-04T07:09:22.505681Z,2025-09-04T06:54:28.652000Z,gp40
2025-09-04T07:13:36.951000Z,,none,no,---,---,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,no,370,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lkishaki,3.83,875.0,0.7681328,37.5606692,temporary,less_than_10m,Silvano Lesupeer,---,---,no,dry_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2eff59bd-ff34-42da-b93e-fd8e6b2952a3/1756970007076.jpg,---,Samburu East,Lerata,rural,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2eff59bd-ff34-42da-b93e-fd8e6b2952a3/,2eff59bd-ff34-42da-b93e-fd8e6b2952a3,gp28,2eff59bd-ff34-42da-b93e-fd8e6b2952a3,2025-09-04T07:13:48.189914Z,2025-09-04T07:11:40.368000Z,gp28
2025-09-04T07:16:43.454000Z,,abundant,no,---,---,612a005e68cc49ee9f4662b1d2c02b62,2025-09-04,Wajir,yes,1014,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,el lasha,1.68,848.3,3.3591833,39.58012,permanent,between_10m_100m,Abdinoor Hassan Gabon,shallow well,---,yes,dry_season,partially_shaded,GP43,3.366466363 39.57463712,3.366466363,3.366466363 39.57463712,39.57463712,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2346c125-a03a-4bc4-bc68-b3b955b67d7a/1756970182960.jpg,---,Wajir North,Gurar,rural,Other (specify),stagnant,no,turbid_cloudy,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2346c125-a03a-4bc4-bc68-b3b955b67d7a/,2346c125-a03a-4bc4-bc68-b3b955b67d7a,gp43,2346c125-a03a-4bc4-bc68-b3b955b67d7a,2025-09-04T07:16:44.549701Z,2025-09-04T07:13:13.631000Z,gp43
2025-09-04T07:25:39.128000Z,larvae not found,none,no,---,---,e8280a2b755540269f974a1ca6c1ca66,2025-09-04,Turkana,no,773,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,kaikor river village,5.0,599.29,4.5265824,35.4219811,temporary,between_10m_100m,Itukon Omar Ekeno,---,---,no,rainy_season,partially_shaded,GP34,4.5197236 35.4230864,4.5197236,4.5197236 35.4230864,35.4230864,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/31c2edc7-e55e-425f-817d-499a3d122759/1756970657264.jpg,---,Turkana North,Lokolio,peri-urban,River,stagnant,no,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/31c2edc7-e55e-425f-817d-499a3d122759/,31c2edc7-e55e-425f-817d-499a3d122759,gp34,31c2edc7-e55e-425f-817d-499a3d122759,2025-09-04T07:25:38.362953Z,2025-09-04T07:17:54.173000Z,gp34
2025-09-04T07:38:16.740000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,yes,1048,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shrine,5.85,1365.9,2.3359461,37.9785051,permanent,between_10m_100m,Sadia Konte,---,---,no,rainy_season,not_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/7d83f6bc-594c-48da-a816-e1a8d6c6c884/1756971489055.jpg,---,Saku,Township,urban,Tin/ plastic container,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/7d83f6bc-594c-48da-a816-e1a8d6c6c884/,7d83f6bc-594c-48da-a816-e1a8d6c6c884,gp27,7d83f6bc-594c-48da-a816-e1a8d6c6c884,2025-09-04T07:38:16.378256Z,2025-09-04T07:36:25.782000Z,gp27
2025-09-04T07:43:04.049000Z,,none,no,---,---,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,no,388,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lkishaki,5.6,874.0,0.7701543,37.5605212,permanent,less_than_10m,Silvano Lesupeer,---,---,no,rainy_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a115dae8-f838-44e2-8647-1bf1ddd2b98d/1756971775501.jpg,---,Samburu East,Lerata,rural,Tank,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a115dae8-f838-44e2-8647-1bf1ddd2b98d/,a115dae8-f838-44e2-8647-1bf1ddd2b98d,gp28,a115dae8-f838-44e2-8647-1bf1ddd2b98d,2025-09-04T07:43:08.371192Z,2025-09-04T07:41:13.294000Z,gp28
2025-09-04T07:45:30.138000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,yes,1056,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shrine,5.6,1366.3,2.3360085,37.9784605,permanent,more_than_250m,Sadia Konte,---,---,no,rainy_season,not_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9132e455-4770-4b0b-b886-fc5a884c4b5b/1756971923197.jpg,---,Saku,Township,urban,Tank,stagnant,no,clear,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9132e455-4770-4b0b-b886-fc5a884c4b5b/,9132e455-4770-4b0b-b886-fc5a884c4b5b,gp27,9132e455-4770-4b0b-b886-fc5a884c4b5b,2025-09-04T07:47:30.721900Z,2025-09-04T07:43:24.435000Z,gp27
2025-09-04T07:47:15.323000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,yes,1060,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shrine,7.77,1366.0,2.3360517,37.9784558,permanent,more_than_250m,Sadia Konte,---,---,no,rainy_season,not_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/dd9c6472-5b81-43c3-a8e3-8e9b5dcc8946/1756972028295.jpg,---,Saku,Township,urban,Tank,stagnant,no,clear,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/dd9c6472-5b81-43c3-a8e3-8e9b5dcc8946/,dd9c6472-5b81-43c3-a8e3-8e9b5dcc8946,gp27,dd9c6472-5b81-43c3-a8e3-8e9b5dcc8946,2025-09-04T07:47:31.960175Z,2025-09-04T07:45:55.962000Z,gp27
2025-09-04T07:49:13.256000Z,,none,no,---,---,612a005e68cc49ee9f4662b1d2c02b62,2025-09-04,Wajir,no,571,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Qochu,1.73,893.7,3.3661317,39.56951,permanent,between_10m_100m,Abdinoor Hassan Gabon,---,---,no,dry_season,not_shaded,GP43,3.366466363 39.57463712,3.366466363,3.366466363 39.57463712,39.57463712,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c31af73b-f57f-49f2-9d8f-433e993e1ee8/1756972125490.jpg,---,Wajir North,Gurar,rural,Tank,flowing,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c31af73b-f57f-49f2-9d8f-433e993e1ee8/,c31af73b-f57f-49f2-9d8f-433e993e1ee8,gp43,c31af73b-f57f-49f2-9d8f-433e993e1ee8,2025-09-04T07:49:14.983633Z,2025-09-04T07:44:10.218000Z,gp43
2025-09-04T07:58:15.410000Z,,none,yes,TRK2622H,TRK2622H,88b8ea2dd7a841bdb9bad02309d52de2,2025-09-04,Turkana,no,268,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Kanakurudio Health Centre,4.0,589.19,3.791735,35.4656596,temporary,less_than_10m,Ebei Loroti Carlmax,---,---,no,rainy_season,not_shaded,GP26,3.794058063 35.46502709,3.794058063,3.794058063 35.46502709,35.46502709,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/54d56108-e2b5-4821-94b8-8aeb64e04fb1/1756972652717.jpg,32268f7c-1d9d-4065-80df-92887ef0bfcf,Turkana North,Kanukurudio,rural,Tin/ plastic container,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/54d56108-e2b5-4821-94b8-8aeb64e04fb1/,54d56108-e2b5-4821-94b8-8aeb64e04fb1,gp26,54d56108-e2b5-4821-94b8-8aeb64e04fb1,2025-09-04T07:58:18.199085Z,2025-09-04T07:55:04.057000Z,gp26
2025-09-04T08:05:02.863000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,yes,1013,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shrine,6.6,1365.5,2.3355296,37.9786073,permanent,more_than_250m,Sadia Konte,---,---,no,rainy_season,not_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4aaf41d1-72a3-407c-8543-f93bb4f37da7/1756973095824.jpg,---,Saku,Township,urban,Tank,stagnant,no,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4aaf41d1-72a3-407c-8543-f93bb4f37da7/,4aaf41d1-72a3-407c-8543-f93bb4f37da7,gp27,4aaf41d1-72a3-407c-8543-f93bb4f37da7,2025-09-04T08:05:02.461932Z,2025-09-04T08:03:32.442000Z,gp27
2025-09-04T08:13:06.729000Z,,abundant,yes,MRS3522K,---,b4d1492c218a45a5aef049964fde81df,2025-09-04,Marsabit,yes,1257,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Namugusiay,7.8,379.0,4.3122326,36.2268779,permanent,less_than_10m,Kerisa Kevin,---,---,yes,dry_season,fully_shaded,GP35,4.316648193 36.21644486,4.316648193,4.316648193 36.21644486,36.21644486,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/312f462f-8f49-4db2-997a-fca53287a3f0/1756973527684.jpg,6fcc895d-ba42-43be-8ee9-267a82252548,North Horr,Illeret,rural,Tank,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/312f462f-8f49-4db2-997a-fca53287a3f0/,312f462f-8f49-4db2-997a-fca53287a3f0,gp35,312f462f-8f49-4db2-997a-fca53287a3f0,2025-09-04T08:13:10.624868Z,2025-09-04T08:09:37.280000Z,gp35
2025-09-04T08:16:41.594000Z,,none,yes,MRS0622C,MRS0622C,2c9f8e532d054d12acc76ef4cbef9ce7,2025-09-04,Marsabit,yes,304,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Manyatta mara,7.5,566.0,1.5814723,37.7931138,temporary,between_10m_100m,Eunice Lemara,---,---,no,rainy_season,not_shaded,GP06,1.579675591 37.79105277,1.579675591,1.579675591 37.79105277,37.79105277,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b0d53b5e-da7f-4fcb-885e-427ff4c454c4/1756973258887.jpg,f133c05d-c9cf-45e3-a533-a8c30dc5e4bf,Laisamis,Laisamis,rural,Tank,flowing,no,dark,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b0d53b5e-da7f-4fcb-885e-427ff4c454c4/,b0d53b5e-da7f-4fcb-885e-427ff4c454c4,gp06,b0d53b5e-da7f-4fcb-885e-427ff4c454c4,2025-09-04T08:16:44.116474Z,2025-09-04T08:03:26.394000Z,gp06
2025-09-04T08:20:11.763000Z,,none,yes,MRS3522L,---,b4d1492c218a45a5aef049964fde81df,2025-09-04,Marsabit,yes,1263,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Namugusiay,7.4,375.0,4.3121943,36.2269169,temporary,less_than_10m,Kerisa Kevin,---,---,yes,dry_season,not_shaded,GP35,4.316648193 36.21644486,4.316648193,4.316648193 36.21644486,36.21644486,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/86b5c222-4610-4085-9d8f-2a1dbb245475/1756973934750.jpg,a25b8cd8-c49f-44cd-8274-9e953a1255c6,North Horr,Illeret,rural,Tank,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/86b5c222-4610-4085-9d8f-2a1dbb245475/,86b5c222-4610-4085-9d8f-2a1dbb245475,gp35,86b5c222-4610-4085-9d8f-2a1dbb245475,2025-09-04T08:21:11.319550Z,2025-09-04T08:13:27.050000Z,gp35
2025-09-04T07:50:08.574000Z,,none,no,---,---,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,no,437,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lkishaki,6.7,882.0,0.7709033,37.5605879,permanent,less_than_10m,Silvano Lesupeer,---,---,no,rainy_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/1aac93e4-29a6-4677-bc11-f5d08c23b39d/1756972199693.jpg,---,Samburu East,Lerata,rural,Tank,stagnant,yes,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/1aac93e4-29a6-4677-bc11-f5d08c23b39d/,1aac93e4-29a6-4677-bc11-f5d08c23b39d,gp28,1aac93e4-29a6-4677-bc11-f5d08c23b39d,2025-09-04T08:33:43.681121Z,2025-09-04T07:47:56.774000Z,gp28
2025-09-04T08:41:29.899000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,yes,1127,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,shrine,6.5,1347.3,2.3367379,37.9782135,permanent,between_100m_250m,Sadia Konte,---,---,no,rainy_season,not_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b728cb22-f775-4f70-b188-0481a56d905a/1756975282481.jpg,---,Saku,Township,urban,Tank,stagnant,no,turbid_cloudy,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b728cb22-f775-4f70-b188-0481a56d905a/,b728cb22-f775-4f70-b188-0481a56d905a,gp27,b728cb22-f775-4f70-b188-0481a56d905a,2025-09-04T08:41:30.418296Z,2025-09-04T08:39:00.601000Z,gp27
2025-09-04T09:05:44.939000Z,,none,no,---,---,efdc2d92a2e845d89b10f6294f4c603f,2025-09-04,Samburu,yes,588,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nkeek kerin,7.4,884.0,0.773183,37.5546942,permanent,less_than_10m,Silvano Lesupeer,---,---,yes,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/01a441cd-93c8-4816-a76d-6ae5593302f5/1756976734831.jpg,---,Samburu East,Lerata,rural,Tank,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/01a441cd-93c8-4816-a76d-6ae5593302f5/,01a441cd-93c8-4816-a76d-6ae5593302f5,gp28,01a441cd-93c8-4816-a76d-6ae5593302f5,2025-09-04T09:05:49.204668Z,2025-09-04T09:02:18.606000Z,gp28
2025-09-04T09:25:37.918000Z,,---,---,---,---,0dac0e7040014a50a68546ce3a568236,2025-09-04,Mandera,---,2552,---,---,---,---,---,---,---,---,---,---,---,---,gingo,3.62,184.7,3.9637789,41.6357265,---,---,Abdinur Mohamed Abdi,---,---,---,---,---,GP18,3.963072351 41.61273342,3.963072351,3.963072351 41.61273342,41.61273342,---,---,Lafey,Lemadid,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/684b4205-c675-41e5-95eb-4b2f373b124b/,684b4205-c675-41e5-95eb-4b2f373b124b,gp18,684b4205-c675-41e5-95eb-4b2f373b124b,2025-09-04T09:25:38.752822Z,2025-09-04T09:24:25.236000Z,gp18
2025-09-04T09:26:22.955000Z,,none,no,---,---,daebc9391a184cf4a38cad5bd3c55235,2025-09-04,Garissa,no,752,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,if02,2.2,99.19,0.1562022,40.3240022,temporary,less_than_10m,Isse Mohamud Abdi,---,---,yes,dry_season,not_shaded,GP49,0.14946548 40.32459386,0.14946548,0.14946548 40.32459386,40.32459386,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/98b7125a-255a-4a2c-8d40-e1180f6362dc/1756977972554.jpg,---,Dadaab,Labisigale,urban,Man-made construction water reservoir,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/98b7125a-255a-4a2c-8d40-e1180f6362dc/,98b7125a-255a-4a2c-8d40-e1180f6362dc,gp49,98b7125a-255a-4a2c-8d40-e1180f6362dc,2025-09-04T09:26:23.969622Z,2025-09-04T09:23:21.196000Z,gp49
2025-09-04T09:43:31.362000Z,,none,no,---,---,58d3a95d76a94801a3ae4b1ecbf6e20b,2025-09-04,Marsabit,no,444,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,aite,5.68,1349.0,2.3299124,37.9822207,permanent,more_than_250m,Sadia Konte,---,---,no,dry_season,partially_shaded,GP27,2.33046548 37.98617753,2.33046548,2.33046548 37.98617753,37.98617753,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ef72b0a1-8d31-4b6d-86ba-b77be2ff623f/1756979004182.jpg,---,Saku,Township,urban,Dam,stagnant,no,turbid_cloudy,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ef72b0a1-8d31-4b6d-86ba-b77be2ff623f/,ef72b0a1-8d31-4b6d-86ba-b77be2ff623f,gp27,ef72b0a1-8d31-4b6d-86ba-b77be2ff623f,2025-09-04T09:43:31.243212Z,2025-09-04T09:40:42.801000Z,gp27
2025-09-04T09:55:31.893000Z,nice to meet anopheles,moderate,yes,SMR05223,SMR05223,7f17680124e44bcbb7251f998282472d,2025-09-04,Samburu,yes,820,less_than_100m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,south horr,6.5,1008.09,2.0957618,36.9195596,permanent,between_10m_100m,Dickson Emongi,---,---,yes,dry_season,partially_shaded,GP05,2.089835469 36.91517701,2.089835469,2.089835469 36.91517701,36.91517701,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/03fa1fc2-5127-4712-aef8-d5cbaa6b4086/1756979460180.jpg,4707697e-b0a7-42d5-8a08-95cace789078,Samburu North,South Horr,rural,River,stagnant,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/03fa1fc2-5127-4712-aef8-d5cbaa6b4086/,03fa1fc2-5127-4712-aef8-d5cbaa6b4086,gp05,03fa1fc2-5127-4712-aef8-d5cbaa6b4086,2025-09-04T09:55:36.494236Z,2025-09-04T09:45:43.698000Z,gp05
2025-09-04T10:21:46.895000Z,,scarce,yes,KSM1222J,KSM1222J,1da9bf75a8a24e1c9f490fed7a788066,2025-09-04,Kisumu,yes,721,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Ragumo,4.9,1123.0,-0.12124,34.8061303,permanent,between_10m_100m,Pauline Ondeto,---,---,yes,dry_season,not_shaded,GP12,-0.127639562 34.80509008,-0.127639562,-0.127639562 34.80509008,34.80509008,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/49e4efe3-f60b-403d-910e-e0fd0c884941/1756981066041.jpg,a032ae99-8a75-4695-8737-6bb1cf12514c,Kisumu East,Nyalunya,peri-urban,Ditch,stagnant,yes,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/49e4efe3-f60b-403d-910e-e0fd0c884941/,49e4efe3-f60b-403d-910e-e0fd0c884941,gp12,49e4efe3-f60b-403d-910e-e0fd0c884941,2025-09-04T10:21:49.806285Z,2025-09-04T09:59:48.704000Z,gp12
2025-09-04T10:23:56.890000Z,,none,yes,SMR05222,SMR05222,7f17680124e44bcbb7251f998282472d,2025-09-04,Samburu,yes,663,less_than_100m,more_than_500m,---,---,---,---,---,---,---,---,---,---,south horr,2.8,1004.7,2.0955418,36.9168861,permanent,less_than_10m,Dickson Emongi,---,---,no,dry_season,partially_shaded,GP05,2.089835469 36.91517701,2.089835469,2.089835469 36.91517701,36.91517701,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/77e54a90-70d7-465e-ae95-9b9d284c7266/1756981171730.jpg,e6a32606-9e31-4dc5-abb2-8dda48843b42,Samburu North,South Horr,rural,Swamp,stagnant,yes,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/77e54a90-70d7-465e-ae95-9b9d284c7266/,77e54a90-70d7-465e-ae95-9b9d284c7266,gp05,77e54a90-70d7-465e-ae95-9b9d284c7266,2025-09-04T10:24:04.543320Z,2025-09-04T10:15:21.275000Z,gp05
