completed_time,form additional_comments,form algae_quantity,form anoph_present,form barcode_recording falcon_barcode,form barcode_recording scan_barcode,form case case_id,form collection_date,form county,form culicine_present,form distance_from_site,form distance_to_nearest_animal_shelter,form distance_to_nearest_hse,form drainage_source | car_wash,form drainage_source | extra,form drainage_source | hotel_food_kiosk,form drainage_source | market_place,form drainage_source | other,form drainage_source | public_toilets,form drainage_source | residential_outlets,form drainage_source | salon_barber_shop,form drainage_source | unknown,form drainage_source | water_point,form geographical_information village_name,form gps_coordinates: accuracy (meters),form gps_coordinates: altitude (meters),form gps_coordinates: latitude (degrees),form gps_coordinates: longitude (degrees),form habitat_nature,form habitat_size,form interviewer,form other_breeding_site,form other_drainage_channel_source,form predators_present,form season,form shade,form site_code,form site_gps,form site_lat,form site_loc,form site_long,form site_photo,form subcase_0 case case_id,form subcounty,form sublocation,form transect,form type_of_breeding_site,form type_of_water,form vegetation_present,form water_appearance,form water_depth,form water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-09-24T08:39:10.660000Z,None,scarce,yes,TRK55229,TRK55229,6ccf89dac2bf4ed0866405434a5a026f,2025-09-24,Turkana,yes,1792,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,NADAPAL,4.86,578.5,4.3945761,34.2968461,temporary,between_10m_100m,Mark Ingolol,---,---,yes,rainy_season,partially_shaded,GP55,4.405343556 34.28482285,4.405343556,4.405343556 34.28482285,34.28482285,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b984e85c-cd4c-4c6d-9db4-10bb9f1d39eb/1758703109154.jpg,0e541244-10e2-4798-8b0b-669402675395,Turkana West,Lokariwon,rural,Ditch,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b984e85c-cd4c-4c6d-9db4-10bb9f1d39eb/,b984e85c-cd4c-4c6d-9db4-10bb9f1d39eb,gp55,b984e85c-cd4c-4c6d-9db4-10bb9f1d39eb,2025-09-25T11:59:26.316196Z,2025-09-24T08:34:27.841000Z,gp55
2025-09-25T08:23:33.276000Z,none,scarce,yes,TRK5522F,TRK5522F,6ccf89dac2bf4ed0866405434a5a026f,2025-09-25,Turkana,yes,1796,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Nadapal,4.94,560.6,4.3946184,34.2969327,temporary,between_10m_100m,Mark Ingolol,---,---,yes,rainy_season,partially_shaded,GP55,4.405343556 34.28482285,4.405343556,4.405343556 34.28482285,34.28482285,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f429660d-073d-48bc-8b5c-fe8fd42835f9/1758788557349.jpg,161cbc66-aa70-4fcd-b447-54ffb2f6ae37,Turkana West,Lokariwon,rural,Ditch,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f429660d-073d-48bc-8b5c-fe8fd42835f9/,f429660d-073d-48bc-8b5c-fe8fd42835f9,gp55,f429660d-073d-48bc-8b5c-fe8fd42835f9,2025-09-25T11:59:28.762417Z,2025-09-25T08:18:55.985000Z,gp55
2025-09-25T14:20:54.274000Z,,none,yes,WJR3222E,WJR3222E,03057078e1a64048a51c6495f835276f,2025-09-25,Wajir,yes,525,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,olddam,1.0,66.0,1.00203,40.9623267,temporary,less_than_10m,Ali Farah Maalim,---,---,no,dry_season,fully_shaded,GP32,0.997826727 40.96447063,0.997826727,0.997826727 40.96447063,40.96447063,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/23d2a1ff-983f-4669-bb97-6d07075e9d22/1758810024051.jpg,b867cc11-3185-4dd9-9758-59ab68b83836,Wajir South,Diff,urban,Tank,stagnant,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/23d2a1ff-983f-4669-bb97-6d07075e9d22/,23d2a1ff-983f-4669-bb97-6d07075e9d22,gp32,23d2a1ff-983f-4669-bb97-6d07075e9d22,2025-09-25T14:37:34.151185Z,2025-09-25T14:17:27.850000Z,gp32
2025-09-02T14:17:13.999000Z,,none,no,---,---,d450869fbe2e40b5abbb31d4deccd81c,2025-09-02,West Pokot,yes,376,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,kaingeny,4.83,1498.0,2.1796345,34.9707632,temporary,less_than_10m,Lokolia Simatia,---,---,no,rainy_season,not_shaded,GP48,2.1784355 34.973918,2.1784355,2.1784355 34.973918,34.973918,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/66823a24-9ef9-475d-af3d-906c089bc34f/1756822603382.jpg,---,Pokot North,Alale,rural,River,seepage,no,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/66823a24-9ef9-475d-af3d-906c089bc34f/,66823a24-9ef9-475d-af3d-906c089bc34f,gp48,66823a24-9ef9-475d-af3d-906c089bc34f,2025-09-25T15:08:42.950753Z,2025-09-02T14:12:02.501000Z,gp48
2022-10-17T11:37:43.658000Z,,none,no,---,---,d450869fbe2e40b5abbb31d4deccd81c,2022-10-17,West Pokot,yes,1266,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nakingelas,6.1,1468.0,2.1708363,34.9654437,temporary,less_than_10m,Lokolia Simatia,---,---,no,rainy_season,partially_shaded,GP48,2.1784355 34.973918,2.1784355,2.1784355 34.973918,34.973918,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/596652c6-1a80-4f46-9830-a7ab55e3f7a1/1666006625305.jpg,---,Pokot North,Alale,rural,Tank,seepage,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/596652c6-1a80-4f46-9830-a7ab55e3f7a1/,596652c6-1a80-4f46-9830-a7ab55e3f7a1,gp48,596652c6-1a80-4f46-9830-a7ab55e3f7a1,2025-09-25T15:08:45.957159Z,2022-10-17T11:30:53.003000Z,gp48
2025-09-25T15:27:20.637000Z,,none,no,---,---,16e9769038294e0ea618010e7fbb168a,2025-09-25,Samburu,no,468,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,ntepes,6.91,1289.0,0.9917425,37.3273979,permanent,between_10m_100m,Lina Ledorko,---,---,yes,dry_season,fully_shaded,GP04,0.990785793 37.33149119,0.990785793,0.990785793 37.33149119,37.33149119,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d8811a08-b94f-4340-a6e6-1b866b13ca14/1758814031281.jpg,---,Samburu East,Wamba Town,rural,Man-made construction water reservoir,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d8811a08-b94f-4340-a6e6-1b866b13ca14/,d8811a08-b94f-4340-a6e6-1b866b13ca14,gp04,d8811a08-b94f-4340-a6e6-1b866b13ca14,2025-09-25T15:27:22.333382Z,2025-09-25T15:24:27.323000Z,gp04
2025-09-26T04:20:58.744000Z,LUk.the.nexs.tam,none,yes,TNR29222,TNR29222,8766968d2d5b4bc3a7ce6f25099c924d,2025-09-26,Tana River,yes,226,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,BuRa.HospiTal,7.63,81.69,-1.1820782,39.8392631,temporary,between_10m_100m,Maka Ibrahim,---,---,yes,dry_season,not_shaded,GP29,-1.183901496 39.83837315,-1.183901496,-1.183901496 39.83837315,39.83837315,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/27a86a5f-bbab-4bde-a3b1-1187cfbbc5b1/1758860392067.jpg,11543de1-732f-4fc1-98bf-3ea02f277c50,Bura,Meti,urban,Tank,stagnant,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/27a86a5f-bbab-4bde-a3b1-1187cfbbc5b1/,27a86a5f-bbab-4bde-a3b1-1187cfbbc5b1,gp29,27a86a5f-bbab-4bde-a3b1-1187cfbbc5b1,2025-09-26T04:21:00.626622Z,2025-09-26T04:16:23.943000Z,gp29
2025-09-26T05:04:27.233000Z,nothing in this breeding site,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-26,Bungoma,no,518,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,nachambo,4.7,1469.0,0.5400252,34.5488772,temporary,less_than_10m,Dennis Peter,---,---,no,rainy_season,partially_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4ff617b5-bfb7-4402-98ef-f82eb716c8e2/1758863028879.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4ff617b5-bfb7-4402-98ef-f82eb716c8e2/,4ff617b5-bfb7-4402-98ef-f82eb716c8e2,gp02,4ff617b5-bfb7-4402-98ef-f82eb716c8e2,2025-09-26T05:12:18.406841Z,2025-09-26T05:01:30.742000Z,gp02
2025-09-26T05:12:15.348000Z,nothing in this breeding site,moderate,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-26,Bungoma,no,566,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,nachambo,4.9,1427.59,0.5402156,34.5483116,temporary,less_than_10m,Dennis Peter,---,---,no,rainy_season,partially_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a4ae4e81-4c51-4a17-a8d1-eb86254d86f0/1758863507308.jpg,---,Kanduyi,S.Kanduyi,rural,Pit,stagnant,yes,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a4ae4e81-4c51-4a17-a8d1-eb86254d86f0/,a4ae4e81-4c51-4a17-a8d1-eb86254d86f0,gp02,a4ae4e81-4c51-4a17-a8d1-eb86254d86f0,2025-09-26T05:12:19.751693Z,2025-09-26T05:09:35.878000Z,gp02
2025-09-26T05:19:47.804000Z,culex peke yake ndio nimeona.,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-26,Tana River,yes,1464,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,maroni,3.77,-8.81,-1.8458237,40.1103633,temporary,less_than_10m,Stella Nkundua Morowa,---,---,yes,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9aa2ea25-9333-4a37-8128-d084bebc0723/1758863853054.jpg,---,Galole,Maroni,rural,Pit,stagnant,yes,polluted,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9aa2ea25-9333-4a37-8128-d084bebc0723/,9aa2ea25-9333-4a37-8128-d084bebc0723,gp17,9aa2ea25-9333-4a37-8128-d084bebc0723,2025-09-26T05:19:50.765857Z,2025-09-26T05:12:31.483000Z,gp17
2025-09-26T05:13:41.487000Z,,none,no,---,---,b4d1492c218a45a5aef049964fde81df,2025-09-26,Marsabit,no,1435,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,namugusiay,7.8,362.0,4.3101974,36.2276442,permanent,less_than_10m,Kerisa Kevin,---,---,yes,dry_season,not_shaded,GP35,4.316648193 36.21644486,4.316648193,4.316648193 36.21644486,36.21644486,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c96f796b-f284-4941-87e9-7b8814872606/1758863611173.jpg,---,North Horr,Illeret,rural,Man-made construction water reservoir,stagnant,yes,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c96f796b-f284-4941-87e9-7b8814872606/,c96f796b-f284-4941-87e9-7b8814872606,gp35,c96f796b-f284-4941-87e9-7b8814872606,2025-09-26T05:24:46.614185Z,2025-09-26T05:11:41.146000Z,gp35
2025-09-26T05:35:29.178000Z,none,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-26,Tana River,no,1457,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,maroni,2.8,7.9,-1.8456724,40.1105843,temporary,less_than_10m,Stella Nkundua Morowa,well,---,no,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b9657e09-7997-40cf-a66f-cf2807a29cd3/1758864906749.jpg,---,Galole,Maroni,rural,Other (specify),stagnant,yes,dark,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b9657e09-7997-40cf-a66f-cf2807a29cd3/,b9657e09-7997-40cf-a66f-cf2807a29cd3,gp17,b9657e09-7997-40cf-a66f-cf2807a29cd3,2025-09-26T05:35:31.078501Z,2025-09-26T05:31:34.906000Z,gp17
2025-09-26T05:42:37.075000Z,presence of vegetation  beside the container,none,no,---,---,983f8e4161d24d6d899091b33f66566a,2025-09-26,Bungoma,yes,568,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,nachambo,4.75,1414.5,0.5401749,34.5483147,temporary,less_than_10m,Dennis Peter,---,---,yes,rainy_season,not_shaded,GP02,0.542103489 34.55303759,0.542103489,0.542103489 34.55303759,34.55303759,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a711a4b9-e744-4951-a7d2-3e7dbd7d0a7d/1758865270940.jpg,---,Kanduyi,S.Kanduyi,rural,Tin/ plastic container,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a711a4b9-e744-4951-a7d2-3e7dbd7d0a7d/,a711a4b9-e744-4951-a7d2-3e7dbd7d0a7d,gp02,a711a4b9-e744-4951-a7d2-3e7dbd7d0a7d,2025-09-26T05:42:39.676333Z,2025-09-26T05:38:16.936000Z,gp02
2025-09-26T05:48:42.877000Z,none,none,no,---,---,c0827b7c05ab4798ab285a55bee1083e,2025-09-26,Tana River,no,1428,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,maroni,4.94,1.69,-1.8449859,40.1115774,temporary,less_than_10m,Stella Nkundua Morowa,well,---,no,dry_season,not_shaded,GP17,-1.833359362 40.1061232,-1.833359362,-1.833359362 40.1061232,40.1061232,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/cc989d19-948d-46fd-b24d-5fd0ace2aa19/1758865699221.jpg,---,Galole,Maroni,rural,Other (specify),stagnant,yes,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/cc989d19-948d-46fd-b24d-5fd0ace2aa19/,cc989d19-948d-46fd-b24d-5fd0ace2aa19,gp17,cc989d19-948d-46fd-b24d-5fd0ace2aa19,2025-09-26T05:48:45.757595Z,2025-09-26T05:44:06.897000Z,gp17
2025-09-26T06:07:11.862000Z,,none,yes,MRS2422O,MRS2422O,3a632ae5d9b240a6839bcac50c26712e,2025-09-26,Marsabit,yes,1340,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,layeni village,4.9,362.0,2.8337065,36.7061852,permanent,between_10m_100m,Paul Lekul,---,---,yes,dry_season,fully_shaded,GP24,2.826493751 36.69652204,2.826493751,2.826493751 36.69652204,36.69652204,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/ca318822-dc18-443f-960e-f2df56b38e36/1758866786557.jpg,c3fadf6b-7151-4049-9943-7f96bb1e1fa1,Laisamis,Loiyangalani,rural,Swamp,flowing,no,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/ca318822-dc18-443f-960e-f2df56b38e36/,ca318822-dc18-443f-960e-f2df56b38e36,gp24,ca318822-dc18-443f-960e-f2df56b38e36,2025-09-26T07:02:33.549068Z,2025-09-26T06:01:32.970000Z,gp24
2025-09-26T06:17:10.448000Z,,none,yes,MRS2422W,MRS2422W,3a632ae5d9b240a6839bcac50c26712e,2025-09-26,Marsabit,yes,1505,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,layeni village,3.6,365.0,2.8350161,36.7070401,temporary,less_than_10m,Paul Lekul,---,---,no,dry_season,not_shaded,GP24,2.826493751 36.69652204,2.826493751,2.826493751 36.69652204,36.69652204,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0806ad18-336a-42d8-bd49-54f645b7139c/1758867380148.jpg,e53ee0ec-d139-4988-9365-33b3fc0ec0ab,Laisamis,Loiyangalani,rural,Stream,flowing,no,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0806ad18-336a-42d8-bd49-54f645b7139c/,0806ad18-336a-42d8-bd49-54f645b7139c,gp24,0806ad18-336a-42d8-bd49-54f645b7139c,2025-09-26T07:02:35.307831Z,2025-09-26T06:13:41.084000Z,gp24
2025-09-26T07:54:37.304000Z,,abundant,yes,MIG1922A,---,99fece9afaeb454783999abe8810ad54,2025-09-26,Migori,yes,577,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,JoskA,3.08,1452.1,-1.199235,34.6216367,temporary,less_than_10m,Elizabeth Chacha,---,---,yes,rainy_season,partially_shaded,GP19,-1.197018753 34.61695127,-1.197018753,-1.197018753 34.61695127,34.61695127,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0acb9146-f8a5-4ded-908b-3af33d799100/1758873232877.jpg,679bcee8-8466-4461-b534-df3cbde84a20,Kuria West,Igena,rural,Ditch,flowing,yes,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0acb9146-f8a5-4ded-908b-3af33d799100/,0acb9146-f8a5-4ded-908b-3af33d799100,gp19,0acb9146-f8a5-4ded-908b-3af33d799100,2025-09-26T07:57:34.216010Z,2025-09-26T07:48:07.743000Z,gp19
2025-09-26T07:39:33.130000Z,,abundant,yes,SMR2822M,SMR2822M,efdc2d92a2e845d89b10f6294f4c603f,2025-09-26,Samburu,yes,1762,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,lorokushu,3.08,873.0,0.7739123,37.5723271,permanent,more_than_250m,Silvano Lesupeer,---,---,yes,rainy_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b5045cc9-fe24-487c-b466-ee9715bd0981/1758872349438.jpg,eee1eb01-0c82-4f0c-b5c3-16f70947ae3f,Samburu East,Lerata,rural,Dam,stagnant,yes,turbid_cloudy,more_than_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b5045cc9-fe24-487c-b466-ee9715bd0981/,b5045cc9-fe24-487c-b466-ee9715bd0981,gp28,b5045cc9-fe24-487c-b466-ee9715bd0981,2025-09-26T08:06:07.330382Z,2025-09-26T07:35:30.524000Z,gp28
2025-09-26T08:06:00.785000Z,,abundant,yes,SMR2822Z,SMR2822Z,efdc2d92a2e845d89b10f6294f4c603f,2025-09-26,Samburu,yes,897,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,lukumae,3.0,883.0,0.7711068,37.565062,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3d6c3311-015b-4ef6-bef7-59c12bbccbd6/1758873926953.jpg,3ba91729-a40e-4d9c-ace7-d67d2bb86f3f,Samburu East,Lerata,rural,Water collection point puddle,stagnant,yes,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3d6c3311-015b-4ef6-bef7-59c12bbccbd6/,3d6c3311-015b-4ef6-bef7-59c12bbccbd6,gp28,3d6c3311-015b-4ef6-bef7-59c12bbccbd6,2025-09-26T08:06:16.371075Z,2025-09-26T08:02:00.598000Z,gp28
2025-09-26T08:09:19.801000Z,,none,yes,SMR2822Z,SMR2822Z,efdc2d92a2e845d89b10f6294f4c603f,2025-09-26,Samburu,yes,877,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,lukumae,3.0,886.0,0.7710904,37.5648749,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/5967f3be-47b2-470c-982e-0bc45b87bef8/1758874137809.jpg,3ba623e6-4a92-4b51-8f10-92a05788bba2,Samburu East,Lerata,rural,Water collection point puddle,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/5967f3be-47b2-470c-982e-0bc45b87bef8/,5967f3be-47b2-470c-982e-0bc45b87bef8,gp28,5967f3be-47b2-470c-982e-0bc45b87bef8,2025-09-26T08:09:21.980891Z,2025-09-26T08:06:42.935000Z,gp28
2025-09-26T08:15:37.969000Z,,none,yes,SMR28222,SMR28222,efdc2d92a2e845d89b10f6294f4c603f,2025-09-26,Samburu,yes,880,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,lukumae,6.6,879.0,0.7709224,37.5649605,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/692bcab9-75d0-4d84-b002-3a8ab25ec3aa/1758874508434.jpg,17ff3110-d325-4081-9a8b-c9f60cf8554f,Samburu East,Lerata,rural,Water collection point puddle,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/692bcab9-75d0-4d84-b002-3a8ab25ec3aa/,692bcab9-75d0-4d84-b002-3a8ab25ec3aa,gp28,692bcab9-75d0-4d84-b002-3a8ab25ec3aa,2025-09-26T08:15:40.224290Z,2025-09-26T08:12:33.677000Z,gp28
2025-09-26T08:18:45.643000Z,,none,yes,TNR5022M,TNR5022M,993fc39e6d1849cf9a988afe690d54b1,2025-09-26,Tana River,yes,616,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,garsen,2.0,-7.6,-2.2716846,40.1056452,temporary,less_than_10m,Hancy Buduko Funana,---,---,yes,dry_season,not_shaded,GP50,-2.27132459 40.11117607,-2.27132459,-2.27132459 40.11117607,40.11117607,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4bb92694-53f8-4e2f-8b92-ed5d75f54886/1758874671788.jpg,67b783d8-06ff-42cd-ad64-99b1958d5886,Garsen,Chira,peri-urban,Man-made construction water reservoir,stagnant,no,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4bb92694-53f8-4e2f-8b92-ed5d75f54886/,4bb92694-53f8-4e2f-8b92-ed5d75f54886,gp50,4bb92694-53f8-4e2f-8b92-ed5d75f54886,2025-09-26T08:18:45.127942Z,2025-09-26T08:14:30.082000Z,gp50
2025-09-26T08:16:19.268000Z,,abundant,yes,MIG1922J,---,99fece9afaeb454783999abe8810ad54,2025-09-26,Migori,yes,540,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,JOSKA,4.96,1459.6,-1.1995967,34.621065,temporary,less_than_10m,Elizabeth Chacha,---,---,yes,rainy_season,partially_shaded,GP19,-1.197018753 34.61695127,-1.197018753,-1.197018753 34.61695127,34.61695127,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8289def9-d0aa-4574-9651-4cf8886b4620/1758874535336.jpg,5dd51c06-391c-4fdb-85e8-871f3152d164,Kuria West,Igena,peri-urban,Ditch,flowing,yes,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8289def9-d0aa-4574-9651-4cf8886b4620/,8289def9-d0aa-4574-9651-4cf8886b4620,gp19,8289def9-d0aa-4574-9651-4cf8886b4620,2025-09-26T08:19:13.194648Z,2025-09-26T08:13:08.175000Z,gp19
2025-09-26T08:23:33.033000Z,,none,no,---,---,993fc39e6d1849cf9a988afe690d54b1,2025-09-26,Tana River,yes,606,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,garsen,3.66,-7.6,-2.2716782,40.1057395,temporary,between_10m_100m,Hancy Buduko Funana,---,---,yes,rainy_season,not_shaded,GP50,-2.27132459 40.11117607,-2.27132459,-2.27132459 40.11117607,40.11117607,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4a780ee9-0b29-4ec5-bd60-a63582eb3440/1758875003216.jpg,---,Garsen,Chira,peri-urban,Rain pool/ puddle,stagnant,no,dark,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4a780ee9-0b29-4ec5-bd60-a63582eb3440/,4a780ee9-0b29-4ec5-bd60-a63582eb3440,gp50,4a780ee9-0b29-4ec5-bd60-a63582eb3440,2025-09-26T08:25:45.958694Z,2025-09-26T08:19:23.545000Z,gp50
2025-09-26T08:15:02.001000Z,,moderate,no,---,---,7f17680124e44bcbb7251f998282472d,2025-09-26,Samburu,no,729,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,south horr,6.0,1025.5,2.0963807,36.9154133,permanent,between_10m_100m,Dickson Emongi,---,---,no,dry_season,fully_shaded,GP05,2.089835469 36.91517701,2.089835469,2.089835469 36.91517701,36.91517701,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/57a4f9b3-b9ba-4a33-a130-ec1beaae58d8/1758874490507.jpg,---,Samburu North,South Horr,rural,River,stagnant,no,clear,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/57a4f9b3-b9ba-4a33-a130-ec1beaae58d8/,57a4f9b3-b9ba-4a33-a130-ec1beaae58d8,gp05,57a4f9b3-b9ba-4a33-a130-ec1beaae58d8,2025-09-26T08:45:59.614000Z,2025-09-26T08:11:16.585000Z,gp05
2025-09-26T08:49:39.210000Z,,none,yes,SMR05224,SMR05224,7f17680124e44bcbb7251f998282472d,2025-09-26,Samburu,yes,747,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,south horr,3.9,1014.0,2.0965217,36.9145405,permanent,less_than_10m,Dickson Emongi,---,---,yes,dry_season,fully_shaded,GP05,2.089835469 36.91517701,2.089835469,2.089835469 36.91517701,36.91517701,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/dd4d3963-801c-4e3a-9834-84f473623123/1758876549020.jpg,52c38402-22ba-4ce7-8224-91e2de936660,Samburu North,South Horr,rural,River,stagnant,yes,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/dd4d3963-801c-4e3a-9834-84f473623123/,dd4d3963-801c-4e3a-9834-84f473623123,gp05,dd4d3963-801c-4e3a-9834-84f473623123,2025-09-26T08:51:45.166885Z,2025-09-26T08:46:25.983000Z,gp05
